Acceleration,Braking,gears ,Engine Temperature,Battery,RPM,Fuel Burnt,Distance
1,10,3,40,99,507,2,27.0202,,0.0101
1,4,5,41,99,546,2,27.0204,,0.0102
1,9,5,41,99,553,2,27.0206,,0.0103
1,8,5,41,98,562,2,27.0208,,0.0104
1,2,4,41,98,588,2,27.021,,0.0105
1,13,5,41,98,593,2,27.0212,,0.0106
1,2,3,42,97,599,2,27.0214,,0.0107
1,8,5,42,97,611,2,27.0216,,0.0108
1,13,2,42,97,620,2,27.0218,,0.0109
1,10,4,43,97,621,3,40.533,,0.011
1,4,4,43,96,636,3,40.5333,,0.0111
1,12,4,44,96,639,3,40.5336,,0.0112
2,10,3,44,96,652,3,40.5339,,0.0113
2,13,2,44,96,708,3,40.5342,,0.0114
2,3,5,44,96,720,3,40.5345,,0.0115
2,15,4,45,95,727,4,54.0464,,0.0116
2,1,5,45,94,734,4,54.0468,,0.0117
2,11,2,45,94,739,4,54.0472,,0.0118
2,13,1,45,94,759,5,67.5595,,0.0119
2,7,2,46,93,771,5,67.56,,0.012
2,1,1,47,93,783,5,67.5605,,0.0121
2,2,5,47,93,785,5,67.561,,0.0122
2,12,5,47,93,822,5,67.5615,,0.0123
2,7,1,47,92,855,6,81.0744,,0.0124
2,7,2,47,92,855,6,81.075,,0.0125
2,9,2,48,92,864,6,81.0756,,0.0126
2,15,4,48,92,871,6,81.0762,,0.0127
2,10,4,48,91,880,6,81.0768,,0.0128
2,11,1,48,91,895,7,94.5903,,0.0129
2,6,1,48,91,928,7,94.591,,0.013
3,7,2,48,90,934,7,94.5917,,0.0131
3,9,2,50,90,938,7,94.5924,,0.0132
3,8,1,50,89,943,7,94.5931,,0.0133
3,11,3,50,89,960,7,94.5938,,0.0134
3,14,4,50,89,983,7,94.5945,,0.0135
3,13,2,51,89,998,7,94.5952,,0.0136
3,7,5,51,88,1003,8,108.1096,,0.0137
3,1,3,51,88,1003,8,108.1104,,0.0138
3,13,2,51,88,1021,8,108.1112,,0.0139
3,3,2,52,88,1030,8,108.112,,0.014
3,7,3,53,87,1031,8,108.1128,,0.0141
3,6,3,53,87,1035,8,108.1136,,0.0142
4,1,4,54,87,1038,8,108.1144,,0.0143
4,9,5,54,87,1096,8,108.1152,,0.0144
4,11,5,54,87,1113,8,108.116,,0.0145
4,10,5,55,86,1117,9,121.6314,,0.0146
4,5,4,55,86,1121,9,121.6323,,0.0147
4,3,1,55,86,1149,9,121.6332,,0.0148
4,10,3,55,85,1151,9,121.6341,,0.0149
4,6,1,55,85,1168,9,121.635,,0.015
4,10,1,56,85,1188,9,121.6359,,0.0151
4,5,2,56,84,1192,9,121.6368,,0.0152
4,4,3,56,84,1206,10,135.153,,0.0153
4,10,5,56,84,1242,10,135.154,,0.0154
4,10,1,57,83,1254,10,135.155,,0.0155
4,7,3,58,83,1269,10,135.156,,0.0156
4,10,5,58,83,1323,10,135.157,,0.0157
5,12,3,59,83,1328,10,135.158,,0.0158
5,10,1,59,83,1359,10,135.159,,0.0159
5,10,1,59,82,1365,10,135.16,,0.016
5,14,1,60,81,1371,10,135.161,,0.0161
5,7,5,60,81,1381,10,135.162,,0.0162
5,13,4,60,81,1385,11,148.6793,,0.0163
5,5,3,60,81,1385,11,148.6804,,0.0164
5,14,1,60,81,1387,11,148.6815,,0.0165
5,9,1,60,80,1405,11,148.6826,,0.0166
5,14,4,60,80,1428,11,148.6837,,0.0167
5,8,5,60,80,1433,11,148.6848,,0.0168
5,5,3,60,80,1485,12,162.2028,,0.0169
5,3,5,60,80,1497,12,162.204,,0.017
5,12,1,60,79,1507,12,162.2052,,0.0171
5,4,2,60,79,1511,12,162.2064,,0.0172
6,11,1,60,79,1534,12,162.2076,,0.0173
6,1,5,59,79,1550,13,175.7262,,0.0174
6,3,1,59,78,1609,13,175.7275,,0.0175
6,7,3,59,78,1612,13,175.7288,,0.0176
6,11,3,59,78,1626,13,175.7301,,0.0177
6,1,5,59,77,1630,13,175.7314,,0.0178
6,7,5,59,77,1632,13,175.7327,,0.0179
6,9,4,59,77,1648,13,175.734,,0.018
6,13,2,59,76,1649,13,175.7353,,0.0181
6,14,5,59,76,1656,14,189.2548,,0.0182
6,2,5,59,76,1666,14,189.2562,,0.0183
6,6,4,59,76,1690,14,189.2576,,0.0184
6,15,1,59,76,1698,15,202.7775,,0.0185
6,2,2,59,76,1718,15,202.779,,0.0186
6,11,4,59,75,1722,15,202.7805,,0.0187
6,14,4,59,75,1732,15,202.782,,0.0188
6,9,5,59,75,1746,15,202.7835,,0.0189
6,3,2,59,73,1763,15,202.785,,0.019
6,6,3,59,73,1768,15,202.7865,,0.0191
7,3,2,59,73,1773,16,216.3072,,0.0192
7,10,4,59,73,1786,16,216.3088,,0.0193
7,13,2,59,73,1793,16,216.3104,,0.0194
7,2,2,59,73,1807,16,216.312,,0.0195
7,6,5,59,72,1809,16,216.3136,,0.0196
7,9,1,59,72,1813,16,216.3152,,0.0197
7,9,1,59,72,1853,16,216.3168,,0.0198
7,7,4,58,71,1862,16,216.3184,,0.0199
7,1,2,58,71,1867,16,216.32,,0.02
7,2,2,58,70,1875,16,216.3216,,0.0201
7,13,5,58,70,1889,16,216.3232,,0.0202
7,9,2,58,70,1890,17,229.8451,,0.0203
7,15,3,58,70,1897,17,229.8468,,0.0204
7,9,5,58,70,1905,17,229.8485,,0.0205
7,15,4,58,70,1917,17,229.8502,,0.0206
8,12,2,58,69,1920,17,229.8519,,0.0207
8,4,4,58,69,1925,17,229.8536,,0.0208
8,11,1,58,69,1929,17,229.8553,,0.0209
8,13,3,58,68,1959,17,229.857,,0.021
8,10,4,58,68,1961,18,243.3798,,0.0211
8,11,2,58,68,1979,18,243.3816,,0.0212
8,8,2,58,68,1991,18,243.3834,,0.0213
8,6,5,58,68,1997,18,243.3852,,0.0214
8,7,2,58,67,2010,18,243.387,,0.0215
8,4,3,58,67,2021,18,243.3888,,0.0216
8,8,4,58,67,2033,19,256.9123,,0.0217
8,1,4,58,66,2040,19,256.9142,,0.0218
8,3,2,58,66,2054,19,256.9161,,0.0219
8,8,2,57,66,2060,19,256.918,,0.022
8,5,1,57,66,2065,19,256.9199,,0.0221
9,6,2,57,65,2110,19,256.9218,,0.0222
9,15,3,57,65,2111,19,256.9237,,0.0223
9,2,1,57,64,2148,20,270.448,,0.0224
9,1,4,57,64,2244,20,270.45,,0.0225
9,9,1,57,63,2260,20,270.452,,0.0226
9,11,4,57,63,2269,20,270.454,,0.0227
9,8,5,57,63,2286,21,283.9788,,0.0228
9,3,5,57,62,2308,21,283.9809,,0.0229
9,7,4,57,61,2313,21,283.983,,0.023
9,13,2,57,61,2323,21,283.9851,,0.0231
9,11,3,57,60,2368,21,283.9872,,0.0232
9,15,3,57,60,2370,21,283.9893,,0.0233
9,14,4,57,60,2370,21,283.9914,,0.0234
9,12,3,57,60,2403,22,297.517,,0.0235
9,4,4,56,60,2416,22,297.5192,,0.0236
9,13,4,56,59,2432,22,297.5214,,0.0237
9,9,5,56,59,2462,22,297.5236,,0.0238
10,3,2,56,58,2470,22,297.5258,,0.0239
10,3,1,56,58,2485,22,297.528,,0.024
10,6,5,56,58,2490,22,297.5302,,0.0241
10,14,5,56,58,2502,22,297.5324,,0.0242
10,11,2,56,58,2504,22,297.5346,,0.0243
10,14,2,56,58,2509,23,311.0612,,0.0244
10,6,5,56,56,2533,23,311.0635,,0.0245
10,7,1,56,56,2535,23,311.0658,,0.0246
10,6,5,56,55,2540,23,311.0681,,0.0247
10,5,4,56,55,2541,23,311.0704,,0.0248
